customer_id,city,age_group,signup_date,is_prime
C01215,Bengaluru,25-34,2023-06-30,0
C01216,Bengaluru,18-24,2023-07-06,0
C01217,Delhi,18-24,2023-04-24,1
C01218,Delhi,25-34,2023-09-12,1
C01219,Bengaluru,35-44,2023-01-30,0
C01220,Pune,45+,2023-09-21,1
C01221,Bengaluru,25-34,2023-04-08,0
C01222,Mumbai,25-34,2023-11-09,1
C01223,Chennai,35-44,2023-11-25,1
C01224,Mumbai,25-34,2023-04-25,0
C01225,Delhi,25-34,2023-10-03,0
C01226,Mumbai,18-24,2023-10-08,0
C01227,Bengaluru,25-34,2023-10-02,0
C01228,Pune,25-34,2023-09-18,0
C01229,Mumbai,35-44,2023-11-27,0
C01230,Chennai,35-44,2023-07-26,1
C01231,Bengaluru,18-24,2023-11-24,0
C01232,Bengaluru,25-34,2023-07-30,0
C01233,Bengaluru,35-44,2023-08-03,0
C01234,Delhi,25-34,2023-02-09,1
C01235,Mumbai,18-24,2023-01-26,0
C01236,Hyderabad,18-24,2023-01-27,0
C01237,Mumbai,25-34,2023-07-09,0
C01238,Pune,25-34,2023-03-24,0
C01239,Bengaluru,25-34,2023-06-19,0
C01240,Hyderabad,18-24,2023-06-16,0
C01241,Hyderabad,35-44,2023-07-07,0
C01242,Hyderabad,18-24,2023-06-18,0
C01243,Hyderabad,18-24,2023-10-16,0
C01244,Hyderabad,25-34,2023-08-17,0
C01245,Delhi,25-34,2023-04-07,0
C01246,Bengaluru,18-24,2023-01-16,1
C01247,Bengaluru,18-24,2023-10-06,1
C01248,Chennai,18-24,2023-05-15,0
C01249,Delhi,25-34,2023-01-26,0
C01250,Hyderabad,35-44,2023-12-18,0
C01251,Mumbai,25-34,2023-01-12,0
C01252,Bengaluru,25-34,2023-03-13,0
C01253,Bengaluru,25-34,2023-05-13,0
C01254,Delhi,18-24,2023-04-16,1
C01255,Mumbai,45+,2023-08-08,1
C01256,Bengaluru,35-44,2023-06-26,0
C01257,Mumbai,18-24,2023-10-09,0
C01258,Bengaluru,18-24,2023-05-13,1
C01259,Delhi,18-24,2023-01-22,1
C01260,Bengaluru,18-24,2023-09-26,1
C01261,Hyderabad,25-34,2023-06-10,0
C01262,Mumbai,25-34,2023-04-17,0
C01263,Mumbai,35-44,2023-10-06,1
C01264,Bengaluru,25-34,2023-12-19,0
C01265,Bengaluru,25-34,2023-08-23,0
C01266,Mumbai,25-34,2023-01-18,0
C01267,Mumbai,18-24,2023-08-30,1
C01268,Delhi,25-34,2023-04-27,1
C01269,Bengaluru,25-34,2023-10-13,0
C01270,Delhi,18-24,2023-10-09,1
C01271,Hyderabad,18-24,2023-05-24,0
C01272,Hyderabad,35-44,2023-07-24,1
C01273,Bengaluru,25-34,2023-02-08,0
C01274,Mumbai,18-24,2023-06-03,0
C01275,Bengaluru,25-34,2023-06-25,0
C01276,Bengaluru,35-44,2023-08-29,0
C01277,Pune,25-34,2023-05-14,0
C01278,Bengaluru,18-24,2023-02-15,0
C01279,Mumbai,45+,2023-02-19,1
C01280,Delhi,25-34,2023-06-15,0
C01281,Delhi,18-24,2023-04-16,0
C01282,Delhi,25-34,2023-08-04,0
C01283,Bengaluru,35-44,2023-05-26,0
C01284,Mumbai,18-24,2023-03-13,0
C01285,Mumbai,18-24,2023-11-26,1
C01286,Bengaluru,18-24,2023-09-30,0
C01287,Mumbai,45+,2023-09-04,0
C01288,Bengaluru,18-24,2023-07-05,1
C01289,Bengaluru,25-34,2023-03-11,0
C01290,Mumbai,35-44,2023-05-30,0
C01291,Bengaluru,18-24,2023-09-03,1
C01292,Delhi,45+,2023-09-19,0
C01293,Delhi,45+,2023-01-26,0
C01294,Hyderabad,35-44,2023-05-20,1
C01295,Bengaluru,18-24,2023-04-09,0
C01296,Bengaluru,25-34,2023-10-05,0
C01297,Bengaluru,35-44,2023-02-20,1
C01298,Delhi,45+,2023-05-31,0
C01299,Delhi,18-24,2023-04-14,0
C01300,Bengaluru,35-44,2023-03-30,1
C01301,Chennai,25-34,2023-05-21,1
C01302,Bengaluru,18-24,2023-08-01,0
C01303,Mumbai,25-34,2023-08-21,0
C01304,Delhi,35-44,2023-07-02,1
C01305,Chennai,25-34,2023-09-08,1
C01306,Delhi,25-34,2023-01-09,0
C01307,Hyderabad,45+,2023-03-20,0
C01308,Mumbai,25-34,2023-02-21,0
C01309,Hyderabad,25-34,2023-09-26,1
C01310,Bengaluru,25-34,2023-08-14,1
C01311,Chennai,25-34,2023-02-20,1
C01312,Mumbai,25-34,2023-07-05,1
C01313,Hyderabad,45+,2023-02-03,0
C01314,Mumbai,25-34,2023-10-18,0
C01315,Delhi,35-44,2023-08-18,1
C01316,Mumbai,18-24,2023-05-11,1
C01317,Delhi,18-24,2023-04-30,0
C01318,Bengaluru,25-34,2023-11-22,0
C01319,Bengaluru,18-24,2023-09-04,1
C01320,Bengaluru,18-24,2023-07-11,0
C01321,Bengaluru,25-34,2023-11-19,0
C01322,Chennai,18-24,2023-07-29,0
C01323,Bengaluru,18-24,2023-04-13,1
C01324,Pune,25-34,2023-11-25,0
C01325,Mumbai,25-34,2023-05-13,1
C01326,Bengaluru,35-44,2023-11-19,0
C01327,Hyderabad,25-34,2023-05-19,0
C01328,Delhi,25-34,2023-05-01,0
C01329,Mumbai,45+,2023-04-04,1
C01330,Delhi,35-44,2023-05-09,1
C01331,Delhi,18-24,2023-04-01,1
C01332,Bengaluru,18-24,2023-04-02,1
C01333,Pune,25-34,2023-03-04,0
C01334,Pune,25-34,2023-01-29,0
C01335,Delhi,35-44,2023-07-29,0
C01336,Bengaluru,25-34,2023-01-12,0
C01337,Delhi,25-34,2023-11-29,1
C01338,Bengaluru,45+,2023-10-24,1
C01339,Bengaluru,25-34,2023-05-10,1
C01340,Bengaluru,18-24,2023-10-20,0
C01341,Mumbai,35-44,2023-06-22,0
C01342,Hyderabad,18-24,2023-07-27,0
C01343,Delhi,35-44,2023-01-24,0
C01344,Delhi,45+,2023-04-09,0
C01345,Mumbai,25-34,2023-12-22,0
C01346,Mumbai,25-34,2023-05-19,0
C01347,Mumbai,25-34,2023-11-10,0
C01348,Pune,25-34,2023-06-23,0
C01349,Bengaluru,25-34,2023-01-29,0
C01350,Hyderabad,25-34,2023-05-23,0
C01351,Delhi,35-44,2023-11-12,0
C01352,Mumbai,25-34,2023-12-17,0
C01353,Delhi,18-24,2023-02-11,0
C01354,Mumbai,25-34,2023-10-26,0
C01355,Chennai,35-44,2023-07-27,0
C01356,Chennai,25-34,2023-11-26,0
C01357,Mumbai,25-34,2023-07-11,1
C01358,Bengaluru,35-44,2023-06-09,0
C01359,Delhi,25-34,2023-03-05,1
C01360,Chennai,25-34,2023-08-31,0
C01361,Bengaluru,35-44,2023-09-15,0
C01362,Delhi,18-24,2023-06-01,1
C01363,Delhi,45+,2023-08-03,0
C01364,Delhi,18-24,2023-11-18,1
C01365,Bengaluru,18-24,2023-06-15,0
C01366,Delhi,35-44,2023-01-31,0
C01367,Chennai,18-24,2023-08-20,1
C01368,Bengaluru,25-34,2023-10-09,0
C01369,Bengaluru,35-44,2023-01-29,0
C01370,Pune,35-44,2023-07-14,0
C01371,Bengaluru,45+,2023-11-30,0
C01372,Hyderabad,18-24,2023-09-13,0
C01373,Mumbai,25-34,2023-10-08,0
C01374,Bengaluru,18-24,2023-10-31,1
C01375,Chennai,25-34,2023-11-17,1
C01376,Mumbai,35-44,2023-11-19,0
C01377,Mumbai,25-34,2023-12-12,1
C01378,Mumbai,25-34,2023-10-21,0
C01379,Delhi,25-34,2023-03-28,0
C01380,Bengaluru,25-34,2023-05-29,1
C01381,Mumbai,45+,2023-09-06,1
C01382,Pune,18-24,2023-11-17,1
C01383,Bengaluru,25-34,2023-10-10,0
C01384,Delhi,35-44,2023-12-28,0
C01385,Mumbai,25-34,2023-07-17,1
C01386,Hyderabad,18-24,2023-02-13,0
C01387,Bengaluru,25-34,2023-12-22,1
C01388,Pune,25-34,2023-01-28,0
C01389,Mumbai,18-24,2023-01-17,1
C01390,Bengaluru,35-44,2023-05-07,0
C01391,Bengaluru,25-34,2023-06-17,0
C01392,Bengaluru,45+,2023-09-01,0
C01393,Mumbai,35-44,2023-03-17,1
C01394,Mumbai,25-34,2023-08-19,1
C01395,Hyderabad,18-24,2023-07-23,0
C01396,Mumbai,25-34,2023-09-05,1
C01397,Bengaluru,18-24,2023-10-29,0
C01398,Delhi,35-44,2023-08-02,0
C01399,Delhi,18-24,2023-08-03,0
C01400,Bengaluru,18-24,2023-06-07,0
C01401,Bengaluru,25-34,2023-03-10,0
C01402,Bengaluru,18-24,2023-03-26,0
C01403,Delhi,18-24,2023-09-24,1
C01404,Delhi,25-34,2023-03-10,1
C01405,Mumbai,18-24,2023-04-09,0
C01406,Hyderabad,18-24,2023-12-13,0
C01407,Hyderabad,25-34,2023-08-04,1
C01408,Delhi,25-34,2023-06-10,1
C01409,Hyderabad,25-34,2023-04-04,0
C01410,Bengaluru,25-34,2023-06-23,1
C01411,Bengaluru,25-34,2023-06-14,0
C01412,Bengaluru,25-34,2023-04-25,0
C01413,Bengaluru,45+,2023-08-08,0
C01414,Mumbai,18-24,2023-01-31,0
C01415,Chennai,25-34,2023-01-11,1
C01416,Bengaluru,35-44,2023-12-09,0
C01417,Bengaluru,35-44,2023-05-10,0
C01418,Mumbai,18-24,2023-04-15,1
C01419,Chennai,18-24,2023-01-27,1
C01420,Mumbai,25-34,2023-08-15,1
C01421,Mumbai,18-24,2023-01-02,0
C01422,Bengaluru,35-44,2023-12-25,0
C01423,Bengaluru,25-34,2023-04-11,1
C01424,Pune,25-34,2023-01-21,0
C01425,Pune,18-24,2023-02-27,0
C01426,Bengaluru,25-34,2023-06-29,0
C01427,Pune,25-34,2023-12-07,0
C01428,Delhi,35-44,2023-12-15,0
C01429,Hyderabad,18-24,2023-01-20,0
C01430,Mumbai,18-24,2023-09-12,0
C01431,Mumbai,25-34,2023-11-13,0
C01432,Mumbai,18-24,2023-02-07,0
C01433,Delhi,25-34,2023-05-28,0
C01434,Bengaluru,35-44,2023-01-25,1
C01435,Bengaluru,25-34,2023-05-01,1
C01436,Mumbai,35-44,2023-01-26,0
C01437,Delhi,18-24,2023-06-18,0
C01438,Bengaluru,18-24,2023-11-19,0
C01439,Delhi,18-24,2023-08-13,0
C01440,Pune,25-34,2023-01-01,0
C01441,Bengaluru,35-44,2023-11-03,0
C01442,Delhi,18-24,2023-09-18,1
C01443,Mumbai,25-34,2023-01-13,0
C01444,Hyderabad,25-34,2023-02-17,0
C01445,Bengaluru,45+,2023-11-09,0
C01446,Delhi,18-24,2023-10-18,1
C01447,Hyderabad,18-24,2023-11-28,0
C01448,Chennai,18-24,2023-04-04,1
C01449,Delhi,25-34,2023-09-18,0
C01450,Mumbai,18-24,2023-10-05,1
C01451,Delhi,35-44,2023-12-25,1
C01452,Hyderabad,25-34,2023-07-24,1
C01453,Delhi,25-34,2023-07-04,0
C01454,Bengaluru,25-34,2023-06-24,0
C01455,Chennai,18-24,2023-11-05,0
C01456,Delhi,25-34,2023-03-10,1
C01457,Delhi,45+,2023-04-14,0
C01458,Bengaluru,35-44,2023-09-03,0
C01459,Delhi,35-44,2023-06-10,0
C01460,Mumbai,35-44,2023-07-19,0
C01461,Delhi,18-24,2023-08-04,0
C01462,Bengaluru,18-24,2023-07-31,0
C01463,Delhi,18-24,2023-01-16,0
C01464,Pune,25-34,2023-11-28,0
C01465,Bengaluru,18-24,2023-07-24,1
C01466,Pune,25-34,2023-12-31,1
C01467,Mumbai,25-34,2023-02-08,1
C01468,Chennai,35-44,2023-03-30,0
C01469,Hyderabad,25-34,2023-09-13,1
C01470,Delhi,45+,2023-09-11,0
C01471,Delhi,18-24,2023-08-04,0
C01472,Chennai,18-24,2023-10-30,0
C01473,Mumbai,25-34,2023-06-21,0
C01474,Mumbai,18-24,2023-05-17,0
C01475,Delhi,18-24,2023-06-27,1
C01476,Hyderabad,25-34,2023-03-18,0
C01477,Hyderabad,18-24,2023-07-07,0
C01478,Hyderabad,25-34,2023-01-15,0
C01479,Mumbai,25-34,2023-10-19,0
C01480,Hyderabad,25-34,2023-11-15,0
C01481,Bengaluru,25-34,2023-11-21,0
C01482,Mumbai,25-34,2023-08-02,1
C01483,Bengaluru,18-24,2023-07-27,0
C01484,Mumbai,18-24,2023-06-18,0
C01485,Mumbai,25-34,2023-11-26,1
C01486,Mumbai,25-34,2023-10-07,1
C01487,Delhi,35-44,2023-11-01,1
C01488,Mumbai,25-34,2023-05-26,0
C01489,Mumbai,18-24,2023-09-20,0
C01490,Bengaluru,25-34,2023-01-04,0
C01491,Mumbai,25-34,2023-03-31,1
C01492,Bengaluru,25-34,2023-03-01,1
C01493,Bengaluru,25-34,2023-11-07,0
C01494,Delhi,25-34,2023-01-16,0
C01495,Delhi,25-34,2023-08-15,1
C01496,Delhi,25-34,2023-01-29,0
C01497,Mumbai,18-24,2023-05-31,0
C01498,Mumbai,25-34,2023-09-02,0
C01499,Hyderabad,18-24,2023-09-27,0
C01500,Mumbai,18-24,2023-03-20,1
C01501,Mumbai,45+,2023-10-16,0
C01502,Bengaluru,45+,2023-06-02,0
C01503,Mumbai,18-24,2023-10-04,0
C01504,Mumbai,25-34,2023-10-06,0
C01505,Mumbai,18-24,2023-02-26,0
C01506,Delhi,25-34,2023-07-05,0
C01507,Mumbai,35-44,2023-04-03,0
C01508,Delhi,45+,2023-10-03,1
C01509,Hyderabad,25-34,2023-06-07,1
C01510,Hyderabad,25-34,2023-10-02,0
C01511,Delhi,25-34,2023-06-30,0
C01512,Pune,25-34,2023-12-25,1
C01513,Bengaluru,35-44,2023-03-18,0
C01514,Bengaluru,35-44,2023-05-31,1
C01515,Bengaluru,25-34,2023-08-26,0
C01516,Delhi,25-34,2023-10-16,1
C01517,Chennai,18-24,2023-08-19,1
C01518,Bengaluru,18-24,2023-01-18,1
C01519,Chennai,35-44,2023-03-14,1
C01520,Bengaluru,25-34,2023-07-08,1
C01521,Chennai,25-34,2023-01-17,0
C01522,Mumbai,25-34,2023-01-19,0
C01523,Bengaluru,35-44,2023-08-07,0
C01524,Mumbai,18-24,2023-11-22,1
C01525,Bengaluru,35-44,2023-04-30,1
C01526,Bengaluru,35-44,2023-04-11,0
C01527,Mumbai,45+,2023-02-03,0
C01528,Hyderabad,25-34,2023-03-25,1
C01529,Mumbai,18-24,2023-07-15,0
C01530,Mumbai,25-34,2023-11-26,0
C01531,Delhi,25-34,2023-07-21,1
C01532,Delhi,18-24,2023-12-10,0
C01533,Bengaluru,25-34,2023-12-07,0
C01534,Mumbai,25-34,2023-01-11,0
C01535,Bengaluru,35-44,2023-12-13,0
C01536,Bengaluru,18-24,2023-08-06,0
C01537,Delhi,25-34,2023-09-10,0
C01538,Bengaluru,35-44,2023-08-10,0
C01539,Mumbai,35-44,2023-03-21,0
C01540,Delhi,35-44,2023-01-07,0
C01541,Bengaluru,25-34,2023-09-29,0
C01542,Delhi,35-44,2023-08-15,1
C01543,Bengaluru,25-34,2023-01-16,0
C01544,Pune,25-34,2023-01-12,1
C01545,Mumbai,18-24,2023-10-18,1
C01546,Hyderabad,18-24,2023-08-29,0
C01547,Delhi,18-24,2023-01-21,1
C01548,Bengaluru,18-24,2023-06-27,0
C01549,Delhi,18-24,2023-08-16,1
C01550,Pune,18-24,2023-09-30,0
C01551,Delhi,18-24,2023-10-15,1
C01552,Hyderabad,35-44,2023-10-24,0
C01553,Chennai,18-24,2023-05-14,1
C01554,Bengaluru,25-34,2023-10-10,0
C01555,Bengaluru,18-24,2023-06-02,1
C01556,Delhi,35-44,2023-03-07,0
C01557,Mumbai,35-44,2023-05-17,1
C01558,Hyderabad,25-34,2023-04-02,0
C01559,Chennai,25-34,2023-11-13,0
C01560,Mumbai,18-24,2023-09-16,0
C01561,Bengaluru,45+,2023-04-13,1
C01562,Hyderabad,35-44,2023-02-24,0
C01563,Bengaluru,35-44,2023-09-14,1
C01564,Hyderabad,25-34,2023-04-11,0
C01565,Mumbai,25-34,2023-07-17,1
C01566,Delhi,35-44,2023-10-28,0
C01567,Bengaluru,18-24,2023-08-14,0
C01568,Delhi,25-34,2023-08-25,1
C01569,Mumbai,18-24,2023-01-26,0
C01570,Delhi,35-44,2023-05-01,0
C01571,Bengaluru,18-24,2023-07-01,0
C01572,Delhi,18-24,2023-07-18,0
C01573,Hyderabad,25-34,2023-10-29,0
C01574,Bengaluru,35-44,2023-09-12,1
C01575,Bengaluru,25-34,2023-05-02,0
C01576,Bengaluru,18-24,2023-01-31,0
C01577,Delhi,18-24,2023-11-11,0
C01578,Delhi,35-44,2023-10-12,0
C01579,Mumbai,45+,2023-04-16,0
C01580,Bengaluru,35-44,2023-08-12,1
C01581,Mumbai,25-34,2023-09-30,1
C01582,Delhi,35-44,2023-08-20,0
C01583,Mumbai,25-34,2023-09-13,1
C01584,Pune,25-34,2023-01-24,0
C01585,Bengaluru,25-34,2023-04-19,1
C01586,Delhi,25-34,2023-07-10,0
C01587,Mumbai,35-44,2023-12-13,1
C01588,Mumbai,25-34,2023-01-25,0
C01589,Delhi,25-34,2023-07-06,0
C01590,Delhi,18-24,2023-10-15,0
C01591,Pune,18-24,2023-04-26,0
C01592,Bengaluru,25-34,2023-12-04,0
C01593,Bengaluru,18-24,2023-02-06,0
C01594,Delhi,18-24,2023-10-09,0
C01595,Delhi,25-34,2023-05-17,1
C01596,Bengaluru,25-34,2023-08-15,0
C01597,Bengaluru,35-44,2023-11-16,0
C01598,Bengaluru,25-34,2023-11-24,0
C01599,Chennai,35-44,2023-07-01,1
C01600,Bengaluru,45+,2023-12-28,1
C01601,Mumbai,35-44,2023-03-27,0
C01602,Bengaluru,25-34,2023-02-22,0
C01603,Mumbai,25-34,2023-12-14,0
C01604,Bengaluru,45+,2023-12-21,1
C01605,Mumbai,18-24,2023-08-23,0
C01606,Bengaluru,18-24,2023-09-24,0
C01607,Hyderabad,25-34,2023-10-14,0
C01608,Bengaluru,18-24,2023-04-10,0
C01609,Mumbai,45+,2023-03-28,0
C01610,Chennai,25-34,2023-01-15,1
C01611,Delhi,25-34,2023-04-11,0
C01612,Mumbai,25-34,2023-06-14,0
C01613,Mumbai,25-34,2023-01-29,0
C01614,Mumbai,18-24,2023-04-24,0
C01615,Delhi,25-34,2023-04-17,0
C01616,Pune,25-34,2023-12-30,1
C01617,Delhi,25-34,2023-05-10,0
C01618,Delhi,35-44,2023-03-25,0
C01619,Delhi,18-24,2023-09-28,0
C01620,Mumbai,18-24,2023-09-01,0
C01621,Bengaluru,18-24,2023-08-02,0
C01622,Delhi,25-34,2023-11-02,0
C01623,Pune,35-44,2023-06-15,0
C01624,Bengaluru,35-44,2023-10-06,0
C01625,Delhi,25-34,2023-02-28,0
C01626,Bengaluru,25-34,2023-03-31,0
C01627,Mumbai,25-34,2023-11-27,0
C01628,Bengaluru,18-24,2023-07-13,1
C01629,Mumbai,18-24,2023-05-03,0
C01630,Hyderabad,45+,2023-05-16,0
C01631,Mumbai,25-34,2023-05-19,0
C01632,Delhi,45+,2023-08-17,0
C01633,Hyderabad,25-34,2023-10-01,0
C01634,Chennai,25-34,2023-02-19,1
C01635,Bengaluru,18-24,2023-04-28,1
C01636,Mumbai,18-24,2023-07-21,0
C01637,Bengaluru,25-34,2023-07-10,0
C01638,Pune,25-34,2023-12-30,0
C01639,Chennai,18-24,2023-11-19,0
C01640,Mumbai,18-24,2023-06-30,1
C01641,Hyderabad,18-24,2023-03-19,1
C01642,Mumbai,25-34,2023-03-16,1
C01643,Delhi,25-34,2023-10-22,0
C01644,Bengaluru,18-24,2023-10-08,0
C01645,Hyderabad,18-24,2023-01-21,1
C01646,Bengaluru,18-24,2023-06-20,1
C01647,Hyderabad,25-34,2023-01-15,1
C01648,Hyderabad,18-24,2023-07-30,0
C01649,Delhi,35-44,2023-02-17,0
C01650,Bengaluru,18-24,2023-03-27,0
C01651,Mumbai,18-24,2023-05-29,0
C01652,Bengaluru,35-44,2023-07-07,0
C01653,Mumbai,25-34,2023-11-02,0
C01654,Bengaluru,18-24,2023-05-31,0
C01655,Chennai,35-44,2023-05-21,0
C01656,Delhi,25-34,2023-03-10,0
C01657,Mumbai,35-44,2023-09-17,0
C01658,Mumbai,25-34,2023-11-30,1
C01659,Mumbai,25-34,2023-01-09,0
C01660,Delhi,45+,2023-05-01,0
C01661,Mumbai,18-24,2023-04-11,1
C01662,Chennai,25-34,2023-05-29,1
C01663,Mumbai,25-34,2023-05-26,0
C01664,Pune,18-24,2023-12-19,1
C01665,Hyderabad,18-24,2023-08-31,0
C01666,Bengaluru,18-24,2023-08-29,0
C01667,Chennai,25-34,2023-12-03,0
C01668,Bengaluru,25-34,2023-02-12,0
C01669,Hyderabad,25-34,2023-04-05,1
C01670,Mumbai,18-24,2023-08-14,1
C01671,Chennai,25-34,2023-01-06,1
C01672,Hyderabad,35-44,2023-08-02,1
C01673,Hyderabad,25-34,2023-07-25,0
C01674,Hyderabad,25-34,2023-03-08,1
C01675,Mumbai,35-44,2023-04-10,1
C01676,Bengaluru,35-44,2023-01-12,1
C01677,Mumbai,25-34,2023-08-25,1
C01678,Bengaluru,35-44,2023-11-18,1
C01679,Delhi,25-34,2023-09-15,0
C01680,Mumbai,35-44,2023-12-03,1
C01681,Pune,18-24,2023-05-15,1
C01682,Delhi,18-24,2023-08-10,1
C01683,Hyderabad,18-24,2023-06-05,0
C01684,Bengaluru,35-44,2023-05-22,0
C01685,Hyderabad,25-34,2023-06-07,1
C01686,Chennai,18-24,2023-11-22,0
C01687,Mumbai,18-24,2023-12-10,0
C01688,Delhi,35-44,2023-09-19,0
C01689,Hyderabad,35-44,2023-10-10,0
C01690,Bengaluru,25-34,2023-12-04,0
C01691,Mumbai,25-34,2023-12-10,0
C01692,Mumbai,25-34,2023-08-17,0
C01693,Bengaluru,25-34,2023-10-07,0
C01694,Mumbai,35-44,2023-12-24,0
C01695,Bengaluru,18-24,2023-10-17,0
C01696,Bengaluru,25-34,2023-06-17,0
C01697,Bengaluru,25-34,2023-02-16,0
C01698,Pune,25-34,2023-07-22,0
C01699,Mumbai,25-34,2023-08-02,1
C01700,Pune,25-34,2023-09-03,0
C01701,Mumbai,18-24,2023-01-24,0
C01702,Mumbai,25-34,2023-11-17,1
C01703,Mumbai,18-24,2023-10-01,0
C01704,Mumbai,18-24,2023-02-13,1
C01705,Bengaluru,18-24,2023-11-28,1
C01706,Delhi,35-44,2023-11-09,0
C01707,Bengaluru,25-34,2023-12-29,0
C01708,Delhi,25-34,2023-06-05,0
C01709,Delhi,25-34,2023-07-18,0
C01710,Bengaluru,25-34,2023-06-11,0
C01711,Bengaluru,25-34,2023-08-22,0
C01712,Hyderabad,25-34,2023-06-12,1
C01713,Mumbai,25-34,2023-04-26,0
C01714,Bengaluru,25-34,2023-04-03,0
C01715,Pune,25-34,2023-02-11,1
C01716,Bengaluru,35-44,2023-10-11,0
C01717,Delhi,35-44,2023-07-29,0
C01718,Pune,18-24,2023-07-25,0
C01719,Bengaluru,18-24,2023-08-08,0
C01720,Bengaluru,25-34,2023-10-07,1
C01721,Bengaluru,25-34,2023-05-16,0
C01722,Mumbai,18-24,2023-04-16,0
C01723,Bengaluru,35-44,2023-04-28,0
C01724,Delhi,18-24,2023-08-25,0
C01725,Bengaluru,35-44,2023-11-05,0
C01726,Mumbai,25-34,2023-04-10,1
C01727,Pune,35-44,2023-09-18,1
C01728,Hyderabad,18-24,2023-11-01,0
C01729,Delhi,18-24,2023-12-20,0
C01730,Mumbai,25-34,2023-10-13,0
C01731,Delhi,18-24,2023-11-24,0
C01732,Mumbai,25-34,2023-04-13,0
C01733,Mumbai,25-34,2023-03-04,0
C01734,Bengaluru,18-24,2023-06-24,0
C01735,Chennai,18-24,2023-10-09,0
C01736,Mumbai,35-44,2023-10-20,1
C01737,Bengaluru,18-24,2023-08-14,1
C01738,Mumbai,18-24,2023-01-07,0
C01739,Mumbai,25-34,2023-05-07,0
C01740,Hyderabad,45+,2023-04-02,1
C01741,Delhi,25-34,2023-07-09,0
C01742,Hyderabad,18-24,2023-12-25,1
C01743,Bengaluru,25-34,2023-02-22,0
C01744,Mumbai,35-44,2023-08-30,0
C01745,Mumbai,35-44,2023-05-12,0
C01746,Bengaluru,25-34,2023-12-30,1
C01747,Bengaluru,25-34,2023-04-22,0
C01748,Hyderabad,25-34,2023-01-07,0
C01749,Bengaluru,18-24,2023-08-18,0
C01750,Mumbai,25-34,2023-06-05,1
C01751,Bengaluru,25-34,2023-07-16,1
C01752,Bengaluru,45+,2023-11-19,1
C01753,Bengaluru,18-24,2023-12-30,1
C01754,Pune,18-24,2023-08-11,0
C01755,Hyderabad,25-34,2023-09-07,0
C01756,Pune,25-34,2023-03-24,0
C01757,Mumbai,35-44,2023-08-28,0
C01758,Bengaluru,18-24,2023-12-26,1
C01759,Mumbai,18-24,2023-11-19,1
C01760,Mumbai,25-34,2023-09-20,0
C01761,Hyderabad,25-34,2023-07-08,0
C01762,Bengaluru,35-44,2023-10-17,1
C01763,Mumbai,25-34,2023-12-28,0
C01764,Bengaluru,35-44,2023-02-27,0
C01765,Mumbai,25-34,2023-01-09,0
C01766,Delhi,35-44,2023-10-31,0
C01767,Mumbai,25-34,2023-04-25,0
C01768,Mumbai,35-44,2023-07-29,0
C01769,Mumbai,18-24,2023-02-10,0
C01770,Mumbai,25-34,2023-10-31,1
C01771,Hyderabad,18-24,2023-06-22,0
C01772,Chennai,25-34,2023-08-22,0
C01773,Pune,25-34,2023-10-08,1
C01774,Hyderabad,18-24,2023-03-19,0
C01775,Mumbai,45+,2023-04-18,0
C01776,Delhi,18-24,2023-10-08,1
C01777,Mumbai,35-44,2023-02-08,0
C01778,Bengaluru,45+,2023-04-29,1
C01779,Hyderabad,18-24,2023-12-01,0
C01780,Bengaluru,25-34,2023-12-02,0
C01781,Chennai,18-24,2023-01-27,0
C01782,Mumbai,18-24,2023-04-14,0
C01783,Delhi,25-34,2023-03-15,1
C01784,Delhi,45+,2023-07-10,0
C01785,Chennai,18-24,2023-11-20,1
C01786,Delhi,25-34,2023-05-27,1
C01787,Delhi,25-34,2023-09-12,0
C01788,Bengaluru,35-44,2023-10-11,1
C01789,Mumbai,18-24,2023-08-01,0
C01790,Bengaluru,25-34,2023-05-03,1
C01791,Delhi,25-34,2023-07-25,1
C01792,Mumbai,25-34,2023-08-28,0
C01793,Delhi,45+,2023-12-05,0
C01794,Bengaluru,35-44,2023-10-13,0
C01795,Bengaluru,18-24,2023-01-22,0
C01796,Delhi,25-34,2023-09-16,0
C01797,Bengaluru,25-34,2023-12-23,0
C01798,Bengaluru,25-34,2023-04-15,0
C01799,Bengaluru,25-34,2023-09-15,0
C01800,Pune,25-34,2023-07-23,0
C01801,Delhi,25-34,2023-11-06,0
C01802,Mumbai,45+,2023-09-19,0
C01803,Bengaluru,18-24,2023-04-17,1
C01804,Mumbai,35-44,2023-09-08,0
C01805,Hyderabad,25-34,2023-08-09,0
C01806,Delhi,25-34,2023-08-10,0
C01807,Bengaluru,35-44,2023-09-15,1
C01808,Bengaluru,25-34,2023-07-20,0
C01809,Bengaluru,25-34,2023-09-15,1
C01810,Delhi,25-34,2023-12-15,1
C01811,Hyderabad,25-34,2023-08-13,1
C01812,Bengaluru,35-44,2023-07-21,1
C01813,Bengaluru,35-44,2023-08-14,0
C01814,Bengaluru,18-24,2023-08-24,0
C01815,Pune,18-24,2023-07-02,1
C01816,Bengaluru,25-34,2023-07-19,1
C01817,Hyderabad,18-24,2023-12-23,1
C01818,Delhi,25-34,2023-09-03,1
C01819,Mumbai,18-24,2023-12-19,1
C01820,Bengaluru,25-34,2023-04-21,0
C01821,Bengaluru,18-24,2023-01-06,1
C01822,Delhi,25-34,2023-08-24,1
